"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"23:08:08.3802426","RuntimeBroker.exe","8116","Process Profiling","","SUCCESS","User Time: 4.7343750 seconds, Kernel Time: 6.8750000 seconds, Private Bytes: 5,771,264, Working Set: 24,113,152"
"23:08:08.3802435","NvBackend.exe","1852","Process Profiling","","SUCCESS","User Time: 1.4218750 seconds, Kernel Time: 0.1093750 seconds, Private Bytes: 6,463,488, Working Set: 10,289,152"
"23:08:08.3802444","SkypeBackgroundHost.exe","8576","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 1,863,680, Working Set: 10,129,408"
"23:08:08.3802453","RemindersServer.exe","8600","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 2,654,208, Working Set: 11,186,176"
"23:08:08.3802462","MSASCuiL.exe","7448","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.1875000 seconds, Private Bytes: 1,982,464, Working Set: 8,794,112"
"23:08:08.3802471","iTunesHelper.exe","8468","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.3906250 seconds, Private Bytes: 4,202,496, Working Set: 13,512,704"
"23:08:08.3802480","jhi_service.exe","5528","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0312500 seconds, Private Bytes: 1,404,928, Working Set: 5,914,624"
"23:08:08.3802493","IDMan.exe","8904","Process Profiling","","SUCCESS","User Time: 0.6406250 seconds, Kernel Time: 0.6875000 seconds, Private Bytes: 8,597,504, Working Set: 19,763,200"
"23:08:08.3802502","LMS.exe","8432","Process Profiling","","SUCCESS","User Time: 0.1718750 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 3,432,448, Working Set: 10,444,800"
"23:08:08.3802511","EVKey64.exe","8400","Process Profiling","","SUCCESS","User Time: 6.4062500 seconds, Kernel Time: 19.8593750 seconds, Private Bytes: 2,445,312, Working Set: 12,820,480"
"23:08:08.3802520","Dropbox.exe","8088","Process Profiling","","SUCCESS","User Time: 30.0625000 seconds, Kernel Time: 21.7812500 seconds, Private Bytes: 135,712,768, Working Set: 78,827,520"
"23:08:08.3802529","iPodService.exe","8812","Process Profiling","","SUCCESS","User Time: 0.0468750 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 2,363,392, Working Set: 7,499,776"
"23:08:08.3802538","Dropbox.exe","7424","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.4375000 seconds, Private Bytes: 2,039,808, Working Set: 8,081,408"
"23:08:08.3802547","Dropbox.exe","6240","Process Profiling","","SUCCESS","User Time: 0.0781250 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,494,464, Working Set: 10,063,872"
"23:08:08.3802556","IDMIntegrator64.exe","8096","Process Profiling","","SUCCESS","User Time: 4.7500000 seconds, Kernel Time: 18.1093750 seconds, Private Bytes: 2,367,488, Working Set: 7,831,552"
"23:08:08.3802565","svchost.exe","10064","Process Profiling","","SUCCESS","User Time: 0.3750000 seconds, Kernel Time: 0.4531250 seconds, Private Bytes: 6,905,856, Working Set: 22,364,160"
"23:08:08.3802573","AsusTPLoader.exe","6452","Process Profiling","","SUCCESS","User Time: 0.3437500 seconds, Kernel Time: 0.7031250 seconds, Private Bytes: 2,658,304, Working Set: 323,584"
"23:08:08.3802582","QtWebEngineProcess.exe","3204","Process Profiling","","SUCCESS","User Time: 1.0937500 seconds, Kernel Time: 0.3281250 seconds, Private Bytes: 32,862,208, Working Set: 30,003,200"
"23:08:08.3802591","SearchIndexer.exe","9952","Process Profiling","","SUCCESS","User Time: 16.5156250 seconds, Kernel Time: 7.2656250 seconds, Private Bytes: 36,868,096, Working Set: 31,092,736"
"23:08:08.3802600","svchost.exe","10032","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 2,195,456, Working Set: 8,269,824"
"23:08:08.3802609","svchost.exe","3460","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.2656250 seconds, Private Bytes: 2,101,248, Working Set: 10,809,344"
"23:08:08.3802623","AsusTPHelper.exe","7224","Process Profiling","","SUCCESS","User Time: 0.5000000 seconds, Kernel Time: 0.5156250 seconds, Private Bytes: 1,425,408, Working Set: 159,744"
"23:08:08.3802632","svchost.exe","8456","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.1093750 seconds, Private Bytes: 3,600,384, Working Set: 6,668,288"
"23:08:08.3802640","svchost.exe","10904","Process Profiling","","SUCCESS","User Time: 4.0781250 seconds, Kernel Time: 13.0156250 seconds, Private Bytes: 4,214,784, Working Set: 13,873,152"
"23:08:08.3802649","SkypeBridge.exe","7656","Process Profiling","","SUCCESS","User Time: 0.9687500 seconds, Kernel Time: 0.9687500 seconds, Private Bytes: 32,739,328, Working Set: 39,084,032"
"23:08:08.3802658","chrome.exe","8724","Process Profiling","","SUCCESS","User Time: 932.4687500 seconds, Kernel Time: 394.1718750 seconds, Private Bytes: 203,792,384, Working Set: 229,322,752"
"23:08:08.3802667","chrome.exe","4284","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.7343750 seconds, Private Bytes: 2,129,920, Working Set: 7,897,088"
"23:08:08.3802676","chrome.exe","8072","Process Profiling","","SUCCESS","User Time: 0.1406250 seconds, Kernel Time: 0.2500000 seconds, Private Bytes: 1,970,176, Working Set: 8,577,024"
"23:08:08.3802690","chrome.exe","3640","Process Profiling","","SUCCESS","User Time: 537.9062500 seconds, Kernel Time: 197.7812500 seconds, Private Bytes: 201,228,288, Working Set: 188,862,464"
"23:08:08.3802698","chrome.exe","10852","Process Profiling","","SUCCESS","User Time: 204.7968750 seconds, Kernel Time: 17.0000000 seconds, Private Bytes: 205,504,512, Working Set: 165,507,072"
"23:08:08.3802707","sublime_text.exe","11232","Process Profiling","","SUCCESS","User Time: 12.8281250 seconds, Kernel Time: 8.7812500 seconds, Private Bytes: 34,095,104, Working Set: 44,875,776"
"23:08:08.3802716","plugin_host.exe","8136","Process Profiling","","SUCCESS","User Time: 3.3125000 seconds, Kernel Time: 0.6093750 seconds, Private Bytes: 42,110,976, Working Set: 15,065,088"
"23:08:08.3802725","SettingSyncHost.exe","7828","Process Profiling","","SUCCESS","User Time: 2.6406250 seconds, Kernel Time: 3.8906250 seconds, Private Bytes: 10,940,416, Working Set: 3,530,752"
"23:08:08.3802734","svchost.exe","1608","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 6,975,488, Working Set: 8,642,560"
"23:08:08.3802743","explorer.exe","7500","Process Profiling","","SUCCESS","User Time: 8.1093750 seconds, Kernel Time: 11.9375000 seconds, Private Bytes: 24,776,704, Working Set: 52,781,056"
"23:08:08.3802752","svchost.exe","5128","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,843,200, Working Set: 6,483,968"
"23:08:08.3802761","LockApp.exe","2664","Process Profiling","","SUCCESS","User Time: 0.2812500 seconds, Kernel Time: 0.2343750 seconds, Private Bytes: 15,785,984, Working Set: 34,467,840"
"23:08:08.3802770","RuntimeBroker.exe","1204","Process Profiling","","SUCCESS","User Time: 0.6718750 seconds, Kernel Time: 1.3906250 seconds, Private Bytes: 4,968,448, Working Set: 22,155,264"
"23:08:08.3802779","AsusTPCenter.exe","5696","Process Profiling","","SUCCESS","User Time: 4334.0468750 seconds, Kernel Time: 28004.7812500 seconds, Private Bytes: 3,575,808, Working Set: 491,520"
"23:08:08.3802788","SkypeApp.exe","428","Process Profiling","","SUCCESS","User Time: 16.7656250 seconds, Kernel Time: 3.9531250 seconds, Private Bytes: 190,828,544, Working Set: 102,002,688"
"23:08:08.3802797","RuntimeBroker.exe","9244","Process Profiling","","SUCCESS","User Time: 0.2031250 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 5,898,240, Working Set: 9,949,184"
"23:08:08.3802806","chrome.exe","4244","Process Profiling","","SUCCESS","User Time: 84.2812500 seconds, Kernel Time: 3.1562500 seconds, Private Bytes: 229,666,816, Working Set: 205,221,888"
"23:08:08.3802819","chrome.exe","5808","Process Profiling","","SUCCESS","User Time: 1.4218750 seconds, Kernel Time: 0.4062500 seconds, Private Bytes: 34,394,112, Working Set: 33,046,528"
"23:08:08.3802828","ApplicationFrameHost.exe","1712","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 9,478,144, Working Set: 22,544,384"
"23:08:08.3802837","HxOutlook.exe","2708","Process Profiling","","SUCCESS","User Time: 0.5937500 seconds, Kernel Time: 0.3593750 seconds, Private Bytes: 37,306,368, Working Set: 27,856,896"
"23:08:08.3802846","RuntimeBroker.exe","3812","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,228,224, Working Set: 11,612,160"
"23:08:08.3802855","HxTsr.exe","8052","Process Profiling","","SUCCESS","User Time: 0.3281250 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 9,850,880, Working Set: 36,061,184"
"23:08:08.3802864","RuntimeBroker.exe","8020","Process Profiling","","SUCCESS","User Time: 0.1093750 seconds, Kernel Time: 0.0312500 seconds, Private Bytes: 3,174,400, Working Set: 14,000,128"
"23:08:08.3802872","DllHost.exe","2964","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.1406250 seconds, Private Bytes: 2,154,496, Working Set: 9,359,360"
"23:08:08.3802881","svchost.exe","9268","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,363,968, Working Set: 5,754,880"
"23:08:08.3802886","EXCEL.EXE","1196","Process Profiling","","SUCCESS","User Time: 56.7343750 seconds, Kernel Time: 35.0625000 seconds, Private Bytes: 103,120,896, Working Set: 80,875,520"
"23:08:08.3802899","DllHost.exe","8776","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,433,600, Working Set: 6,623,232"
"23:08:08.3802908","sppsvc.exe","9380","Process Profiling","","SUCCESS","User Time: 0.4531250 seconds, Kernel Time: 0.4843750 seconds, Private Bytes: 4,149,248, Working Set: 9,859,072"
"23:08:08.3802917","chrome.exe","7532","Process Profiling","","SUCCESS","User Time: 2.2187500 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 42,401,792, Working Set: 57,602,048"
"23:08:08.3802939","chrome.exe","10296","Process Profiling","","SUCCESS","User Time: 22.9843750 seconds, Kernel Time: 1.4218750 seconds, Private Bytes: 348,606,464, Working Set: 378,494,976"
"23:08:08.3802948","chrome.exe","2588","Process Profiling","","SUCCESS","User Time: 0.2812500 seconds, Kernel Time: 0.1093750 seconds, Private Bytes: 37,113,856, Working Set: 53,260,288"
"23:08:08.3802957","chrome.exe","8240","Process Profiling","","SUCCESS","User Time: 1.3750000 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 41,066,496, Working Set: 73,187,328"
"23:08:08.3802966","chrome.exe","10888","Process Profiling","","SUCCESS","User Time: 13.8281250 seconds, Kernel Time: 0.7343750 seconds, Private Bytes: 238,370,816, Working Set: 263,352,320"
"23:08:08.3802975","chrome.exe","2516","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 13,848,576, Working Set: 24,920,064"
"23:08:08.3802984","AUDIODG.EXE","3292","Process Profiling","","SUCCESS","User Time: 0.9843750 seconds, Kernel Time: 0.3281250 seconds, Private Bytes: 8,339,456, Working Set: 16,781,312"
"23:08:09.3821392","Idle","0","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 98025.7812500 seconds, Private Bytes: 53,248, Working Set: 8,192"
"23:08:09.3821401","System","4","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 569.3125000 seconds, Private Bytes: 159,744, Working Set: 139,264"
"23:08:09.3821445","smss.exe","336","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.1406250 seconds, Private Bytes: 491,520, Working Set: 1,007,616"
"23:08:09.3821468","csrss.exe","504","Process Profiling","","SUCCESS","User Time: 0.2187500 seconds, Kernel Time: 0.8906250 seconds, Private Bytes: 1,785,856, Working Set: 4,222,976"
"23:08:09.3821490","wininit.exe","624","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 1,425,408, Working Set: 5,148,672"
"23:08:09.3821517","csrss.exe","632","Process Profiling","","SUCCESS","User Time: 0.6250000 seconds, Kernel Time: 89.0781250 seconds, Private Bytes: 2,109,440, Working Set: 4,399,104"
"23:08:09.3821535","services.exe","696","Process Profiling","","SUCCESS","User Time: 6.2968750 seconds, Kernel Time: 7.0781250 seconds, Private Bytes: 5,128,192, Working Set: 8,019,968"
"23:08:09.3821552","lsass.exe","704","Process Profiling","","SUCCESS","User Time: 5.1406250 seconds, Kernel Time: 4.7968750 seconds, Private Bytes: 7,249,920, Working Set: 12,992,512"
"23:08:09.3821575","svchost.exe","828","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 962,560, Working Set: 3,350,528"
"23:08:09.3821597","fontdrvhost.exe","848","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,138,112, Working Set: 2,605,056"
"23:08:09.3821615","svchost.exe","864","Process Profiling","","SUCCESS","User Time: 4.7187500 seconds, Kernel Time: 9.7500000 seconds, Private Bytes: 11,026,432, Working Set: 23,859,200"
"23:08:09.3821633","WUDFHost.exe","916","Process Profiling","","SUCCESS","User Time: 0.1562500 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 25,968,640, Working Set: 12,316,672"
"23:08:09.3821651","svchost.exe","984","Process Profiling","","SUCCESS","User Time: 8.3750000 seconds, Kernel Time: 5.3750000 seconds, Private Bytes: 7,323,648, Working Set: 13,262,848"
"23:08:09.3821673","svchost.exe","288","Process Profiling","","SUCCESS","User Time: 0.3125000 seconds, Kernel Time: 0.4843750 seconds, Private Bytes: 2,342,912, Working Set: 6,451,200"
"23:08:09.3821686","winlogon.exe","536","Process Profiling","","SUCCESS","User Time: 0.0468750 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 2,617,344, Working Set: 7,553,024"
"23:08:09.3821704","fontdrvhost.exe","636","Process Profiling","","SUCCESS","User Time: 0.4218750 seconds, Kernel Time: 0.1875000 seconds, Private Bytes: 5,259,264, Working Set: 8,728,576"
"23:08:09.3821722","dwm.exe","1096","Process Profiling","","SUCCESS","User Time: 251.9843750 seconds, Kernel Time: 144.7968750 seconds, Private Bytes: 46,206,976, Working Set: 42,057,728"
"23:08:09.3821735","svchost.exe","1168","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.1093750 seconds, Private Bytes: 2,633,728, Working Set: 9,023,488"
"23:08:09.3821753","svchost.exe","1220","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 2,162,688, Working Set: 8,589,312"
"23:08:09.3821771","svchost.exe","1316","Process Profiling","","SUCCESS","User Time: 0.0468750 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 1,683,456, Working Set: 5,193,728"
"23:08:09.3821789","nvvsvc.exe","1396","Process Profiling","","SUCCESS","User Time: 0.2500000 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,519,040, Working Set: 8,105,984"
"23:08:09.3821802","svchost.exe","1476","Process Profiling","","SUCCESS","User Time: 1.8593750 seconds, Kernel Time: 1.5312500 seconds, Private Bytes: 15,163,392, Working Set: 11,636,736"
"23:08:09.3821825","svchost.exe","1484","Process Profiling","","SUCCESS","User Time: 1.1093750 seconds, Kernel Time: 1.5312500 seconds, Private Bytes: 11,309,056, Working Set: 16,850,944"
"23:08:09.3821838","svchost.exe","1512","Process Profiling","","SUCCESS","User Time: 0.6093750 seconds, Kernel Time: 0.9531250 seconds, Private Bytes: 6,164,480, Working Set: 13,156,352"
"23:08:09.3821851","svchost.exe","1532","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.4687500 seconds, Private Bytes: 2,514,944, Working Set: 9,564,160"
"23:08:09.3821865","svchost.exe","1540","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.1093750 seconds, Private Bytes: 1,576,960, Working Set: 5,427,200"
"23:08:09.3821878","svchost.exe","1580","Process Profiling","","SUCCESS","User Time: 0.2187500 seconds, Kernel Time: 0.2812500 seconds, Private Bytes: 5,779,456, Working Set: 5,779,456"
"23:08:09.3821892","svchost.exe","1656","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 1,912,832, Working Set: 10,911,744"
"23:08:09.3821909","dashost.exe","1704","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 3,158,016, Working Set: 9,449,472"
"23:08:09.3821923","svchost.exe","1724","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 1,314,816, Working Set: 5,132,288"
"23:08:09.3821936","svchost.exe","1732","Process Profiling","","SUCCESS","User Time: 162.7968750 seconds, Kernel Time: 73.5625000 seconds, Private Bytes: 61,214,720, Working Set: 68,079,616"
"23:08:09.3821950","svchost.exe","1764","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,002,944, Working Set: 6,647,808"
"23:08:09.3821963","svchost.exe","1840","Process Profiling","","SUCCESS","User Time: 1.0781250 seconds, Kernel Time: 1.6250000 seconds, Private Bytes: 2,359,296, Working Set: 6,955,008"
"23:08:09.3821976","MemCompression","1916","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 179.3437500 seconds, Private Bytes: 1,347,584, Working Set: 138,715,136"
"23:08:09.3821990","svchost.exe","1936","Process Profiling","","SUCCESS","User Time: 0.5937500 seconds, Kernel Time: 0.6250000 seconds, Private Bytes: 2,338,816, Working Set: 8,499,200"
"23:08:09.3822003","nvxdsync.exe","1944","Process Profiling","","SUCCESS","User Time: 3.6250000 seconds, Kernel Time: 0.7500000 seconds, Private Bytes: 12,742,656, Working Set: 18,792,448"
"23:08:09.3822012","svchost.exe","1980","Process Profiling","","SUCCESS","User Time: 0.1093750 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,966,080, Working Set: 7,475,200"
"23:08:09.3822025","igfxCUIService.exe","1048","Process Profiling","","SUCCESS","User Time: 0.3437500 seconds, Kernel Time: 0.7343750 seconds, Private Bytes: 5,746,688, Working Set: 8,134,656"
"23:08:09.3822039","svchost.exe","1836","Process Profiling","","SUCCESS","User Time: 0.5000000 seconds, Kernel Time: 1.2812500 seconds, Private Bytes: 4,943,872, Working Set: 11,440,128"
"23:08:09.3822052","svchost.exe","2068","Process Profiling","","SUCCESS","User Time: 0.1718750 seconds, Kernel Time: 0.1718750 seconds, Private Bytes: 1,966,080, Working Set: 7,168,000"
"23:08:09.3822066","svchost.exe","2076","Process Profiling","","SUCCESS","User Time: 2.2343750 seconds, Kernel Time: 0.8437500 seconds, Private Bytes: 2,322,432, Working Set: 8,716,288"
"23:08:09.3822079","svchost.exe","2196","Process Profiling","","SUCCESS","User Time: 4.8593750 seconds, Kernel Time: 2.0156250 seconds, Private Bytes: 11,173,888, Working Set: 12,136,448"
"23:08:09.3822092","svchost.exe","2220","Process Profiling","","SUCCESS","User Time: 1.6250000 seconds, Kernel Time: 1.5937500 seconds, Private Bytes: 3,190,784, Working Set: 9,060,352"
"23:08:09.3822101","svchost.exe","2284","Process Profiling","","SUCCESS","User Time: 0.6718750 seconds, Kernel Time: 0.5781250 seconds, Private Bytes: 3,092,480, Working Set: 11,870,208"
"23:08:09.3822115","svchost.exe","2456","Process Profiling","","SUCCESS","User Time: 2.0781250 seconds, Kernel Time: 3.1250000 seconds, Private Bytes: 4,567,040, Working Set: 9,023,488"
"23:08:09.3822128","svchost.exe","2464","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 1,740,800, Working Set: 5,689,344"
"23:08:09.3822146","svchost.exe","2484","Process Profiling","","SUCCESS","User Time: 0.3750000 seconds, Kernel Time: 0.3593750 seconds, Private Bytes: 4,374,528, Working Set: 14,196,736"
"23:08:09.3822159","svchost.exe","2540","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 2,019,328, Working Set: 9,306,112"
"23:08:09.3822173","svchost.exe","2568","Process Profiling","","SUCCESS","User Time: 9.3437500 seconds, Kernel Time: 8.1250000 seconds, Private Bytes: 10,711,040, Working Set: 20,402,176"
"23:08:09.3822186","svchost.exe","2596","Process Profiling","","SUCCESS","User Time: 7.3437500 seconds, Kernel Time: 1.7968750 seconds, Private Bytes: 3,457,024, Working Set: 10,362,880"
"23:08:09.3822199","svchost.exe","2776","Process Profiling","","SUCCESS","User Time: 0.4375000 seconds, Kernel Time: 0.8125000 seconds, Private Bytes: 1,953,792, Working Set: 7,053,312"
"23:08:09.3822213","svchost.exe","2812","Process Profiling","","SUCCESS","User Time: 0.5312500 seconds, Kernel Time: 0.4531250 seconds, Private Bytes: 2,793,472, Working Set: 8,093,696"
"23:08:09.3822226","svchost.exe","2952","Process Profiling","","SUCCESS","User Time: 0.4218750 seconds, Kernel Time: 0.4375000 seconds, Private Bytes: 6,098,944, Working Set: 13,750,272"
"23:08:09.3822240","svchost.exe","3052","Process Profiling","","SUCCESS","User Time: 0.1718750 seconds, Kernel Time: 0.6406250 seconds, Private Bytes: 2,674,688, Working Set: 11,415,552"
"23:08:09.3822249","svchost.exe","3068","Process Profiling","","SUCCESS","User Time: 0.1093750 seconds, Kernel Time: 0.1250000 seconds, Private Bytes: 2,727,936, Working Set: 12,279,808"
"23:08:09.3822257","spoolsv.exe","3096","Process Profiling","","SUCCESS","User Time: 0.2187500 seconds, Kernel Time: 0.8125000 seconds, Private Bytes: 6,316,032, Working Set: 12,750,848"
"23:08:09.3822271","svchost.exe","3180","Process Profiling","","SUCCESS","User Time: 0.0781250 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,068,480, Working Set: 7,200,768"
"23:08:09.3822284","svchost.exe","3304","Process Profiling","","SUCCESS","User Time: 0.2656250 seconds, Kernel Time: 0.2656250 seconds, Private Bytes: 4,263,936, Working Set: 13,410,304"
"23:08:09.3822298","DbxSvc.exe","3368","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0312500 seconds, Private Bytes: 2,609,152, Working Set: 4,575,232"
"23:08:09.3822307","esif_uf.exe","3380","Process Profiling","","SUCCESS","User Time: 0.0468750 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 1,929,216, Working Set: 5,808,128"
"23:08:09.3822320","mDNSResponder.exe","3388","Process Profiling","","SUCCESS","User Time: 0.3750000 seconds, Kernel Time: 0.9843750 seconds, Private Bytes: 1,949,696, Working Set: 6,078,464"
"23:08:09.3822333","AppleMobileDeviceService.exe","3400","Process Profiling","","SUCCESS","User Time: 2.9531250 seconds, Kernel Time: 4.1250000 seconds, Private Bytes: 3,653,632, Working Set: 9,248,768"
"23:08:09.3822342","svchost.exe","3408","Process Profiling","","SUCCESS","User Time: 9.2031250 seconds, Kernel Time: 7.6406250 seconds, Private Bytes: 36,249,600, Working Set: 24,678,400"
"23:08:09.3822351","FoxitConnectedPDFService.exe","3416","Process Profiling","","SUCCESS","User Time: 2.1562500 seconds, Kernel Time: 7.3750000 seconds, Private Bytes: 4,071,424, Working Set: 12,271,616"
"23:08:09.3822365","HeciServer.exe","3428","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,564,672, Working Set: 6,164,480"
"23:08:09.3822378","svchost.exe","3436","Process Profiling","","SUCCESS","User Time: 0.1093750 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 4,206,592, Working Set: 7,663,616"
"23:08:09.3822396","OfficeClickToRun.exe","3492","Process Profiling","","SUCCESS","User Time: 4.8750000 seconds, Kernel Time: 2.2187500 seconds, Private Bytes: 43,204,608, Working Set: 31,420,416"
"23:08:09.3822405","svchost.exe","3512","Process Profiling","","SUCCESS","User Time: 0.1718750 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 2,609,152, Working Set: 6,053,888"
"23:08:09.3822418","PsiService_2.exe","3520","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 1,118,208, Working Set: 3,878,912"
"23:08:09.3822436","svchost.exe","3572","Process Profiling","","SUCCESS","User Time: 0.0781250 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 4,235,264, Working Set: 7,782,400"
"23:08:09.3822449","svchost.exe","3604","Process Profiling","","SUCCESS","User Time: 4.7343750 seconds, Kernel Time: 5.6562500 seconds, Private Bytes: 10,043,392, Working Set: 25,100,288"
"23:08:09.3822463","ss_conn_service.exe","3628","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 2,191,360, Working Set: 5,644,288"
"23:08:09.3822476","svchost.exe","3652","Process Profiling","","SUCCESS","User Time: 0.0781250 seconds, Kernel Time: 2.4218750 seconds, Private Bytes: 2,375,680, Working Set: 8,343,552"
"23:08:09.3822485","smsvchost.exe","3708","Process Profiling","","SUCCESS","User Time: 0.2187500 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 25,202,688, Working Set: 16,027,648"
"23:08:09.3822503","svchost.exe","3756","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,613,824, Working Set: 5,648,384"
"23:08:09.3822512","SecurityHealthService.exe","3780","Process Profiling","","SUCCESS","User Time: 0.1250000 seconds, Kernel Time: 0.2343750 seconds, Private Bytes: 4,173,824, Working Set: 13,754,368"
"23:08:09.3822525","svchost.exe","3804","Process Profiling","","SUCCESS","User Time: 0.1718750 seconds, Kernel Time: 0.2343750 seconds, Private Bytes: 1,933,312, Working Set: 6,606,848"
"23:08:09.3822539","svchost.exe","3860","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,286,144, Working Set: 4,911,104"
"23:08:09.3822548","MsMpEng.exe","3984","Process Profiling","","SUCCESS","User Time: 245.8437500 seconds, Kernel Time: 130.2500000 seconds, Private Bytes: 170,024,960, Working Set: 89,243,648"
"23:08:09.3822561","svchost.exe","4092","Process Profiling","","SUCCESS","User Time: 0.2812500 seconds, Kernel Time: 0.3437500 seconds, Private Bytes: 4,771,840, Working Set: 18,509,824"
"23:08:09.3822570","svchost.exe","4356","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,125,824, Working Set: 5,746,688"
"23:08:09.3822588","svchost.exe","4400","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,335,296, Working Set: 4,751,360"
"23:08:09.3822597","smsvchost.exe","4676","Process Profiling","","SUCCESS","User Time: 1.4062500 seconds, Kernel Time: 0.1718750 seconds, Private Bytes: 29,933,568, Working Set: 28,782,592"
